# v_cm v_tan, v_rad n_tot x_cm y_cm z_cm
326.722931 139.442566 -145.176361 6155.000000 -176.352814 -498.294922 262.890472
316.231842 64.458168 -138.151001 8690.000000 458.816040 -79.601395 -198.274811
530.760986 148.687607 -138.499573 7772.000000 5.209200 174.494995 -192.706360
537.266724 190.911972 -89.014091 11438.000000 -135.695129 21.482327 -322.297791
263.995544 238.960815 -113.040283 7066.000000 371.306152 -318.121063 -59.701820
550.493103 102.017784 -128.516159 7795.000000 -159.992981 -18.182758 118.587906
166.030228 37.901443 -159.386536 9629.000000 458.159790 -7.984803 -443.576599
252.203186 135.960449 -175.350296 9896.000000 -406.798828 453.722595 -281.156738
361.628571 162.245575 -172.804413 9700.000000 -27.266479 -301.849426 -482.327637
272.773865 99.879616 -202.392380 13970.000000 64.026321 288.884583 -74.685883
228.494873 97.024780 -161.859055 7537.000000 246.725952 188.695801 -162.351868
583.572937 90.113220 -72.954201 10226.000000 297.937256 -72.153961 147.420197
394.137695 116.600197 -191.259201 10112.000000 -54.320190 137.454605 26.370510
393.486237 200.012009 -196.725296 14756.000000 -338.340179 21.310360 75.764397
601.939880 63.871346 -94.371201 12141.000000 -110.487488 232.725845 -247.970276
1192.781372 77.469109 -89.058411 11239.000000 365.124847 -347.795898 -321.600342
623.048828 47.292690 -17.598061 6528.000000 364.088562 481.488953 -243.588120
796.880188 10.456009 -200.641953 12010.000000 -5.879945 -164.287994 -352.484283
157.620026 76.648499 -106.740616 9850.000000 -237.697449 288.526611 324.548828
443.903351 149.166092 -80.174416 8502.000000 495.550476 -207.444931 198.204987
307.601959 61.865910 -230.602905 9632.000000 -449.655243 -247.545135 407.423676
